pmcid,journal,year,doi,license,kept_abstract,kept_intro,kept_disc,w_abstract,w_intro,w_disc,in_seeds,abstract_structured,title
PMC8964813,Cell Death & Disease,2022,10.1038/s41419-022-04703-1,by,1,1,1,166,362,645,1,0,Bone marrow mesenchymal stem cell-derived exosomal microRNA-381-3p alleviates vascular calcification in chronic kidney d
PMC8674332,Cell Death & Disease,2021,10.1038/s41419-021-04454-5,by,1,1,1,261,384,795,1,1,Early senescence and production of senescence-associated cytokines are major determinants of radioresistance in head-and
PMC8328816,Cell Death & Disease,2021,10.1038/s41419-021-04058-z,by,1,1,0,153,313,0,1,0,Thromboembolism after COVID-19 vaccine in patients with preexisting thrombocytopenia
PMC8858315,Cell Death & Disease,2022,10.1038/s41419-022-04613-2,by,1,1,1,226,355,590,1,1,PINK1-parkin-mediated neuronal mitophagy deficiency in prion disease
PMC8536684,Cell Death & Disease,2021,10.1038/s41419-021-04239-w,by,1,1,1,292,522,684,1,0,"Smooth muscle 22 alpha protein inhibits VSMC foam cell formation by supporting normal LXRα signaling, ameliorating ather"
PMC8613192,Cell Death & Disease,2021,10.1038/s41419-021-04396-y,by,1,1,1,262,461,1307,1,1,Interactions between gastric microbiota and metabolites in gastric cancer
PMC9039072,Cell Death & Disease,2022,10.1038/s41419-022-04858-x,by,1,1,1,180,300,800,1,1,Ageing related thyroid deficiency increases brain-targeted transport of liver-derived ApoE4-laden exosomes leading to co
PMC8976840,Cell Death & Disease,2022,10.1038/s41419-022-04746-4,by,1,1,1,212,430,1293,1,1,Ultrastructural and proteomic profiling of mitochondria-associated endoplasmic reticulum membranes reveal aging signatur
PMC8891313,Cell Death & Disease,2022,10.1038/s41419-022-04648-5,by,0,0,0,0,0,0,0,0,Correction to: CHD1L prevents lipopolysaccharide-induced hepatocellular carcinomar cell death by activating hnRNP A2/B1-
PMC9205887,Cell Death & Disease,2022,10.1038/s41419-022-04995-3,by,1,1,1,207,427,679,1,1,Ellagic acid improves benign prostate hyperplasia by regulating androgen signaling and STAT3
PMC9035152,Cell Death & Disease,2022,10.1038/s41419-022-04824-7,by,1,1,1,202,396,674,1,0,Autophagy guards tendon homeostasis
PMC8980056,Cell Death & Disease,2022,10.1038/s41419-022-04758-0,by,1,1,1,286,576,1466,1,1,RAGE-TXNIP axis drives inflammation in Alzheimer’s by targeting Aβ to mitochondria in microglia
PMC9061831,Cell Death & Disease,2022,10.1038/s41419-022-04883-w,by,1,1,0,156,687,70,0,0,"Types of necroinflammation, the effect of cell death modalities on sterile inflammation"
PMC8548556,Cell Death & Disease,2021,10.1038/s41419-021-04219-0,by,0,0,0,0,0,0,0,0,Correction: Constitutive BAK/MCL1 complexes predict paclitaxel and S63845 sensitivity of ovarian cancer
PMC8692627,Cell Death & Disease,2021,10.1038/s41419-021-04472-3,by,1,1,0,140,347,0,0,0,"Deciphering the tRNA-derived small RNAs: origin, development, and future"
PMC8748975,Cell Death & Disease,2022,10.1038/s41419-021-04424-x,by,1,1,1,175,271,764,1,1,Microglial replacement in the aged brain restricts neuroinflammation following intracerebral hemorrhage
PMC8960781,Cell Death & Disease,2022,10.1038/s41419-022-04716-w,by,1,1,1,259,502,1300,1,1,Hepatic deficiency of selenoprotein S exacerbates hepatic steatosis and insulin resistance
PMC8831621,Cell Death & Disease,2022,10.1038/s41419-022-04580-8,by,1,1,1,271,309,622,1,0,Genetic and pharmacological inhibition of XBP1 protects against APAP hepatotoxicity through the activation of autophagy
PMC8748816,Cell Death & Disease,2022,10.1038/s41419-021-04492-z,by,1,1,1,151,378,813,1,0,RSL1D1 promotes the progression of colorectal cancer through RAN-mediated autophagy suppression
PMC8931067,Cell Death & Disease,2022,10.1038/s41419-022-04706-y,by,0,0,0,0,0,0,0,0,Correction: Hypoxia-induced ZEB1 promotes cervical cancer progression via CCL8-dependent tumour-associated macrophage re
PMC8811067,Cell Death & Disease,2022,10.1038/s41419-022-04538-w,by,1,1,1,156,456,907,1,1,BMI1 nuclear location is critical for RAD51-dependent response to replication stress and drives chemoresistance in breas
PMC8599864,Cell Death & Disease,2021,10.1038/s41419-021-04369-1,by,1,1,1,128,876,1190,1,0,TMEM116 is required for lung cancer cell motility and metastasis through PDK1 signaling pathway
PMC9065155,Cell Death & Disease,2022,10.1038/s41419-022-04873-y,by,1,1,1,193,856,822,1,0,Somatic FOXC1 insertion mutation remodels the immune microenvironment and promotes the progression of childhood acute ly
PMC8514492,Cell Death & Disease,2021,10.1038/s41419-021-04226-1,by,1,1,1,271,399,727,1,0,PARK7 promotes repair in early steroid-induced osteonecrosis of the femoral head by enhancing resistance to stress-induc
PMC9237060,Cell Death & Disease,2022,10.1038/s41419-022-05017-y,by,1,1,1,240,424,751,1,1,The sodium/myo-inositol co-transporter SLC5A3 promotes non-small cell lung cancer cell growth
PMC8651821,Cell Death & Disease,2021,10.1038/s41419-021-04429-6,by,1,1,1,299,327,780,1,0,TTK inhibition increases cisplatin sensitivity in high-grade serous ovarian carcinoma through the mTOR/autophagy pathway
PMC8514551,Cell Death & Disease,2021,10.1038/s41419-021-04224-3,by,1,1,1,297,654,1345,1,0,p53 isoforms differentially impact on the POLι dependent DNA damage tolerance pathway
PMC8940903,Cell Death & Disease,2022,10.1038/s41419-022-04707-x,by,1,1,1,158,615,1032,1,1,UPF1 contributes to the maintenance of endometrial cancer stem cell phenotype by stabilizing LINC00963
PMC8497537,Cell Death & Disease,2021,10.1038/s41419-021-04198-2,by,1,1,1,261,614,1074,1,1,Sulforaphane downregulated fatty acid synthase and inhibited microtubule-mediated mitophagy leading to apoptosis
PMC8523548,Cell Death & Disease,2021,10.1038/s41419-021-04259-6,by,1,1,1,257,266,568,0,1,Inhibiting microcephaly genes as alternative to microtubule targeting agents to treat brain tumors
PMC9632251,Cell Death & Disease,2021,10.1038/s41419-021-04412-1,by,1,1,1,257,445,1466,1,1,Enriched environment and visual stimuli protect the retinal pigment epithelium and photoreceptors in a mouse model of no
PMC8983684,Cell Death & Disease,2022,10.1038/s41419-022-04562-w,by,1,1,1,178,575,859,1,1,Combining adoptive NK cell infusion with a dopamine-releasing peptide reduces senescent cells in aged mice
PMC8810793,Cell Death & Disease,2022,10.1038/s41419-022-04554-w,by,1,1,1,189,575,775,1,1,The feedback loop of ANKHD1/lncRNA MALAT1/YAP1 strengthens the radioresistance of CRC by activating YAP1/AKT signaling
PMC8917188,Cell Death & Disease,2022,10.1038/s41419-022-04679-y,by,1,1,1,170,478,871,1,1,Oxidative phosphorylation promotes vascular calcification in chronic kidney disease
PMC9010460,Cell Death & Disease,2022,10.1038/s41419-022-04808-7,by,1,1,1,229,568,1143,1,0,USP15 negatively regulates lung cancer progression through the TRAF6-BECN1 signaling axis for autophagy induction
PMC8993870,Cell Death & Disease,2022,10.1038/s41419-022-04764-2,by,1,1,1,261,441,834,1,1,HucMSC-derived exosomes delivered BECN1 induces ferroptosis of hepatic stellate cells via regulating the xCT/GPX4 axis
PMC8897397,Cell Death & Disease,2022,10.1038/s41419-022-04632-z,by,1,1,1,209,526,935,1,1,Zeb1-induced metabolic reprogramming of glycolysis is essential for macrophage polarization in breast cancer
PMC9021290,Cell Death & Disease,2022,10.1038/s41419-022-04789-7,by,1,1,1,309,621,1229,1,1,Implication of autophagy in the antifibrogenic effect of Rilpivirine: when more is less
PMC8994751,Cell Death & Disease,2022,10.1038/s41419-022-04781-1,by,1,1,1,178,560,858,1,1,USP26 promotes anaplastic thyroid cancer progression by stabilizing TAZ
PMC9226026,Cell Death & Disease,2022,10.1038/s41419-022-04962-y,by,1,1,1,232,522,1041,1,1,Pentraxin 3 regulated by miR-224-5p modulates macrophage reprogramming and exacerbates osteoarthritis associated synovit
PMC8556256,Cell Death & Disease,2021,10.1038/s41419-021-04331-1,by,1,1,1,228,603,683,1,1,A missense mutation in Pitx2 leads to early-onset glaucoma via NRF2-YAP1 axis
PMC8417031,Cell Death & Disease,2021,10.1038/s41419-021-04107-7,by,1,1,1,189,409,743,1,0,PPFIBP1 induces glioma cell migration and invasion through FAK/Src/JNK signaling pathway
PMC8502176,Cell Death & Disease,2021,10.1038/s41419-021-04184-8,by,1,1,1,275,304,1250,1,1,AMPK agonist alleviate renal tubulointerstitial fibrosis via activating mitophagy in high fat and streptozotocin induced
PMC8917189,Cell Death & Disease,2022,10.1038/s41419-022-04698-9,by,0,0,0,0,0,0,0,0,Correction to: Long non-coding RNA SNHG3 promotes progression of gastric cancer by regulating neighboring MED18 gene met
PMC8324794,Cell Death & Disease,2021,10.1038/s41419-021-04041-8,by,1,1,1,245,324,940,1,1,Hippo-YAP/MCP-1 mediated tubular maladaptive repair promote inflammation in renal failed recovery after ischemic AKI
PMC9016066,Cell Death & Disease,2022,10.1038/s41419-022-04822-9,by,1,1,1,176,546,819,1,1,Mesenchymal stem cells empower T cells in the lymph nodes via MCP-1/PD-L1 axis
PMC8487427,Cell Death & Disease,2021,10.1038/s41419-021-04155-z,by,1,1,1,193,516,830,1,0,TGF-β-induced PLEK2 promotes metastasis and chemoresistance in oesophageal squamous cell carcinoma by regulating LCN2
PMC9203801,Cell Death & Disease,2022,10.1038/s41419-022-04750-8,by,1,1,1,257,343,544,1,1,RETRACTED ARTICLE: RUNX3-regulated circRNA METTL3 inhibits colorectal cancer proliferation and metastasis via miR-107/PE
PMC8944090,BMC Medicine,2022,10.1186/s12916-022-02293-5,by,1,1,1,349,536,2298,1,1,The relationships between women’s reproductive factors: a Mendelian randomisation analysis
PMC7360379,BMC Medicine,2020,10.1186/s12916-020-01682-y,by,1,1,1,213,262,126,0,1,Could hemophagocytic lymphohistiocytosis be the core issue of severe COVID-19 cases?
PMC8431919,BMC Medicine,2021,10.1186/s12916-021-02081-7,by,1,1,1,154,267,866,0,0,Reproductive issues in carriers of germline pathogenic variants in the BRCA1/2 genes: an expert meeting
PMC9008920,BMC Medicine,2022,10.1186/s12916-022-02318-z,by,1,1,1,388,597,1731,1,0,Predicting the earliest deviation in weight gain in the course towards manifest overweight in offspring exposed to obesi
PMC8045233,BMC Medicine,2021,10.1186/s12916-021-01959-w,by,1,1,1,309,269,1281,1,1,"Novel associations between parental and newborn cord blood metabolic profiles in the Norwegian Mother, Father and Child "
PMC7450597,BMC Medicine,2020,10.1186/s12916-020-01695-7,by,1,1,1,288,527,2153,1,1,Comparing stroke prevention therapy of direct oral anticoagulants and vitamin K antagonists in patients with atrial fibr
PMC7654011,BMC Medicine,2020,10.1186/s12916-020-01778-5,by,1,1,1,351,702,1419,1,0,Mendelian randomization study of inflammatory bowel disease and bone mineral density
PMC7227089,BMC Medicine,2020,10.1186/s12916-020-01575-0,by,1,1,1,313,696,1510,1,0,Spatial heterogeneity and socioeconomic determinants of opioid prescribing in England between 2015 and 2018
PMC8579670,BMC Medicine,2021,10.1186/s12916-021-02128-9,by,1,1,1,298,501,1620,1,1,"Durations of asymptomatic, symptomatic, and care-seeking phases of tuberculosis disease with a Bayesian analysis of prev"
PMC6798358,BMC Medicine,2019,10.1186/s12916-019-1435-1,by,1,1,0,336,3883,92,0,0,Psychological primitives can make sense of biopsychosocial factor complexity in psychopathology
PMC7604971,BMC Medicine,2020,10.1186/s12916-020-01765-w,by,1,1,1,251,338,994,1,0,Association between antipsychotic use and acute ischemic heart disease in women but not in men: a retrospective cohort s
PMC9128224,BMC Medicine,2022,10.1186/s12916-022-02381-6,by,1,1,1,358,307,987,1,0,Role of diet in stroke incidence: an umbrella review of meta-analyses of prospective observational studies
PMC8853840,BMC Medicine,2022,10.1186/s12916-022-02290-8,by,1,1,1,297,182,858,1,1,"A single-oral bolus of 100,000 IU of cholecalciferol at hospital admission did not improve outcomes in the COVID-19 dise"
PMC7360476,BMC Medicine,2020,10.1186/s12916-020-01697-5,by,1,1,1,210,315,149,0,0,Polycystic ovary syndrome (PCOS) and COVID-19: an overlooked female patient population at potentially higher risk during
PMC7923515,BMC Medicine,2021,10.1186/s12916-021-01922-9,by,1,1,1,341,247,1642,1,1,"Meat consumption and risk of 25 common conditions: outcome-wide analyses in 475,000 men and women in the UK Biobank stud"
PMC7472582,BMC Medicine,2020,10.1186/s12916-020-01704-9,by,1,1,1,347,678,1280,1,0,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting
PMC6849328,BMC Medicine,2019,10.1186/s12916-019-1423-5,by,1,1,1,201,500,787,1,1,Synthetic high-density lipoprotein nanoparticles for the treatment of Niemann–Pick diseases
PMC7057596,BMC Medicine,2020,10.1186/s12916-020-1506-3,by,1,1,1,304,603,949,1,0,Improving the healthcare response to domestic violence and abuse in UK primary care: interrupted time series evaluation 
PMC7106831,BMC Medicine,2020,10.1186/s12916-020-01532-x,by,1,1,1,380,536,579,1,1,Optimising strategies to address mental ill-health in doctors and medical students: ‘Care Under Pressure’ realist review
PMC8638543,BMC Medicine,2021,10.1186/s12916-021-02169-0,by,1,1,1,159,483,1643,1,1,A combined genome-wide association and molecular study of age-related hearing loss in H. sapiens
PMC7251849,BMC Medicine,2020,10.1186/s12916-020-01587-w,by,1,1,1,288,415,1000,1,1,Serum free thiols predict cardiovascular events and all-cause mortality in the general population: a prospective cohort 
PMC7542140,BMC Medicine,2020,10.1186/s12916-020-01736-1,by,1,1,1,339,565,2743,1,1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted 
PMC7890599,BMC Medicine,2021,10.1186/s12916-021-01921-w,by,1,1,1,259,372,1173,1,1,C2HEST score predicts clinical outcomes in heart failure with preserved ejection fraction: a secondary analysis of the T
PMC8166529,BMC Medicine,2021,10.1186/s12916-021-01994-7,by,1,1,1,297,399,1159,1,1,Long-term impact of a conditional cash transfer programme on maternal mortality: a nationwide analysis of Brazilian long
PMC9241220,BMC Medicine,2022,10.1186/s12916-022-02441-x,by,1,1,1,283,570,854,1,0,Helminth antigens differentially modulate the activation of CD4+ and CD8+ T lymphocytes of convalescent COVID-19 patient
PMC9069762,BMC Medicine,2022,10.1186/s12916-022-02335-y,by,1,1,1,235,423,1357,1,1,Shared genetic links between frontotemporal dementia and psychiatric disorders
PMC8114973,BMC Medicine,2021,10.1186/s12916-021-01992-9,by,1,1,1,329,430,1930,1,0,Impact of in-hospital discontinuation with angiotensin receptor blockers or converting enzyme inhibitors on mortality of
PMC6876098,BMC Medicine,2019,10.1186/s12916-019-1464-9,by,1,1,1,206,266,167,0,0,Tackling the triple threats of childhood malnutrition
PMC9164350,BMC Medicine,2022,10.1186/s12916-022-02389-y,by,1,1,1,244,584,1107,1,1,Associations of handgrip strength with morbidity and all-cause mortality of cardiometabolic multimorbidity
PMC8418740,BMC Medicine,2021,10.1186/s12916-021-02111-4,by,0,0,0,0,0,0,0,0,"Correction to: Idiopathic pulmonary fibrosis in BRIC countries: the cases of Brazil, Russia, India, and China"
PMC8889703,BMC Medicine,2022,10.1186/s12916-022-02258-8,by,1,1,1,252,563,801,1,0,Deep learning radiomics based on contrast-enhanced ultrasound images for assisted diagnosis of pancreatic ductal adenoca
PMC8919544,BMC Medicine,2022,10.1186/s12916-022-02280-w,by,1,1,1,283,633,1286,1,0,"Predictive validity of the Stopping Elderly Accidents, Deaths & Injuries (STEADI) program fall risk screening algorithms"
PMC7734856,BMC Medicine,2020,10.1186/s12916-020-01849-7,by,1,1,1,344,467,1503,1,1,The impact of HIV infection on tuberculosis transmission in a country with low tuberculosis incidence: a national retros
PMC8986451,BMC Medicine,2022,10.1186/s12916-022-02311-6,by,1,1,1,270,547,962,1,1,The compensatory reserve index predicts recurrent shock in patients with severe dengue
PMC8008592,BMC Medicine,2021,10.1186/s12916-021-01952-3,by,1,1,1,324,333,1095,1,0,Dietary intake of trans fatty acids and breast cancer risk in 9 European countries
PMC7358323,BMC Medicine,2020,10.1186/s12916-020-01645-3,by,1,1,1,226,282,796,1,1,Epidemiology and short-term outcomes of acute kidney injury among patients in the intensive care unit in Laos: a nationw
PMC8606250,BMC Medicine,2021,10.1186/s12916-021-02150-x,by,1,1,1,320,743,1332,1,1,"Safety, infectivity and immunogenicity of a genetically attenuated blood-stage malaria vaccine"
PMC7863260,BMC Medicine,2021,10.1186/s12916-021-01903-y,by,1,1,1,286,369,2005,1,0,Genome-wide genetic links between amyotrophic lateral sclerosis and autoimmune diseases
PMC7025413,BMC Medicine,2020,10.1186/s12916-020-1496-1,by,1,1,1,337,400,966,1,1,C-reactive protein as a potential biomarker for disease progression in dengue: a multi-country observational study
PMC8422631,BMC Medicine,2021,10.1186/s12916-021-02064-8,by,1,1,1,366,380,1333,1,1,Renal function and lipid metabolism are major predictors of circumpapillary retinal nerve fiber layer thickness—the LIFE
PMC7604922,BMC Medicine,2020,10.1186/s12916-020-01811-7,by,0,1,0,0,269,0,0,0,Cardiovascular risk management in patients using antipsychotics: it is time to take action
PMC8969236,BMC Medicine,2022,10.1186/s12916-022-02301-8,by,1,1,0,236,312,103,0,0,Immune responses in the irritable bowel syndromes: time to consider the small intestine
PMC8753909,BMC Medicine,2022,10.1186/s12916-021-02198-9,by,1,1,1,382,532,1349,1,1,Interaction of obesity polygenic score with lifestyle risk factors in an electronic health record biobank
PMC8431904,BMC Medicine,2021,10.1186/s12916-021-02094-2,by,0,1,1,483,311,1433,1,0,"Patient and health provider costs of integrated HIV, diabetes and hypertension ambulatory health services in low-income "
PMC8900374,BMC Medicine,2022,10.1186/s12916-022-02265-9,by,1,1,1,369,170,1178,1,1,Haematological consequences of acute uncomplicated falciparum malaria: a WorldWide Antimalarial Resistance Network poole
PMC8460316,BMC Medicine,2021,10.1186/s12916-021-02119-w,by,1,1,1,197,190,688,0,1,The risk of COVID-19 in survivors of domestic violence and abuse
PMC8865498,BMC Medicine,2022,10.1186/s12916-022-02297-1,by,1,1,1,231,573,1191,1,0,The University of Padua salivary-based SARS-CoV-2 surveillance program minimized viral transmission during the second an
PMC8344166,BMC Medicine,2021,10.1186/s12916-021-02045-x,by,1,1,1,291,710,1414,1,0,Adverse childhood experiences and child mental health: an electronic birth cohort study
PMC7861967,BMC Medicine,2021,10.1186/s12916-020-01872-8,by,1,1,1,381,367,1525,1,1,The impact of non-pharmaceutical interventions on SARS-CoV-2 transmission across 130 countries and territories
PMC8461893,BMC Medicine,2021,10.1186/s12916-021-02093-3,by,1,1,1,345,687,1640,1,1,Elevated risk of attention deficit hyperactivity disorder (ADHD) in Japanese children with higher genetic susceptibility
PMC7702702,BMC Medicine,2020,10.1186/s12916-020-01823-3,by,1,1,1,362,651,1012,1,1,Machine learning approaches classify clinical malaria outcomes based on haematological parameters
PMC9109385,BMC Medicine,2022,10.1186/s12916-022-02371-8,by,1,1,1,352,900,1926,1,1,Ten years of tracking mental health in refugee primary health care settings: an updated analysis of data from UNHCR’s He
PMC6945609,BMC Medicine,2020,10.1186/s12916-019-1470-y,by,1,1,1,284,680,1355,1,1,Mass cytometry analysis reveals a distinct immune environment in peritoneal fluid in endometriosis: a characterisation s
PMC7476792,BMC Medicine,2020,10.1186/s12916-020-01755-y,by,0,1,1,0,260,575,0,0,Preparing for a pandemic: highlighting themes for research funding and practice—perspectives from the Global Research Co
PMC9014562,BMC Medicine,2022,10.1186/s12916-022-02319-y,by,1,1,1,238,545,1325,1,0,"Circulating inflammatory biomarkers, adipokines and breast cancer risk—a case-control study nested within the EPIC cohor"
PMC9213531,Scientific Reports,2022,10.1038/s41598-022-14088-y,by,1,1,1,160,1277,218,0,0,Full-state time-varying asymmetric constraint control for non-strict feedback nonlinear systems based on dynamic surface
PMC9209510,Scientific Reports,2022,10.1038/s41598-022-13492-8,by,1,1,1,169,842,405,1,1,Scanning near-field optical spectroscopy and carrier transport based analysis in mesoscopic regions for two-dimensional 
PMC9213454,Scientific Reports,2022,10.1038/s41598-022-13022-6,by,1,1,1,225,684,1795,1,0,Insulin signaling shapes fractal scaling of C. elegans behavior
PMC9246870,Scientific Reports,2022,10.1038/s41598-022-15026-8,by,1,1,1,333,1650,285,1,0,Mitigation of jet cross-flow induced vibrations using an innovative biomimetic nozzle design inspired by shark gill geom
PMC9213540,Scientific Reports,2022,10.1038/s41598-022-13660-w,by,1,1,1,202,608,606,1,1,HIF-1α-mediated augmentation of miRNA-18b-5p facilitates proliferation and metastasis in osteosarcoma through attenuatio
PMC9247076,Scientific Reports,2022,10.1038/s41598-022-15135-4,by,1,1,1,222,888,535,1,1,Acetone sensing in liquid and gas phases using cyclic voltammetry
PMC9206397,Scientific Reports,2022,10.1038/s41598-022-13258-2,by,1,1,1,200,388,1882,1,0,Combining host and vector data informs emergence and potential impact of an Usutu virus outbreak in UK wild birds
PMC9217815,Scientific Reports,2022,10.1038/s41598-022-14241-7,by,1,1,1,209,800,746,1,1,"The impact of Rhodiola rosea on biomarkers of diabetes, inflammation, and microbiota in a leptin receptor-knockout mouse"
PMC9217982,Scientific Reports,2022,10.1038/s41598-022-14485-3,by,1,1,1,158,231,1014,1,1,One anastomosis gastric bypass as a one-stage bariatric surgical procedure in patients with BMI ≥ 50 kg/m2
PMC9232493,Scientific Reports,2022,10.1038/s41598-022-14735-4,by,1,1,0,156,2716,0,0,0,A phase-field model by an Ising machine and its application to the phase-separation structure of a diblock polymer
PMC9240056,Scientific Reports,2022,10.1038/s41598-022-15113-w,by,1,1,1,225,332,1022,1,0,Comparison of angiographic outcomes and complication rates of WEB embolization and coiling for treatment of unruptured b
PMC9226126,Scientific Reports,2022,10.1038/s41598-022-14752-3,by,1,1,1,343,1384,2212,1,1,Reduced and delayed myelination and volume of corpus callosum in an animal model of Fetal Alcohol Spectrum Disorders par
PMC9212202,Scientific Reports,2022,10.1038/s41598-022-13443-3,by,1,1,1,185,377,1343,1,0,COVID-19 associated mucormycosis in Assiut University Hospitals: a multidisciplinary dilemma
PMC9203524,Scientific Reports,2022,10.1038/s41598-022-13896-6,by,1,1,1,204,632,1092,1,1,"Implications for fault locking south of Jakarta from an investigation of seismic activity along the Baribis fault, north"
PMC9226052,Scientific Reports,2022,10.1038/s41598-022-14406-4,by,1,1,1,208,1000,2304,1,1,Complex trans-ridge normal faults controlling large earthquakes
PMC9240090,Scientific Reports,2022,10.1038/s41598-022-14594-z,by,1,1,1,111,683,2901,1,0,Magneto-optical Kerr effect in surface engineered 2D hexagonal boron nitride
PMC9205997,Scientific Reports,2022,10.1038/s41598-022-14535-w,by,1,1,1,175,171,1070,1,0,Prognostic implications of structural heart disease and premature ventricular contractions in recovery of exercise
PMC9232529,Scientific Reports,2022,10.1038/s41598-022-13072-w,by,1,1,1,162,941,758,1,1,Preparing for the next pandemic via transfer learning from existing diseases with hierarchical multi-modal BERT: a study
PMC9213499,Scientific Reports,2022,10.1038/s41598-022-14079-z,by,1,1,1,237,369,520,1,0,Identification of mutant gene for Black crystal coat and non-allelic gene interactions in Neogale vison
PMC9217817,Scientific Reports,2022,10.1038/s41598-022-14749-y,by,1,1,1,235,362,1023,1,0,Pharmacological thromboprophylaxis as a risk factor for early periprosthetic joint infection following primary total joi
PMC9232605,Scientific Reports,2022,10.1038/s41598-022-14924-1,by,1,1,1,194,874,933,1,1,Integrating variant functional annotation scores have varied abilities to improve power of genome-wide association studi
PMC9243004,Scientific Reports,2022,10.1038/s41598-022-15206-6,by,1,1,1,238,451,736,1,0,Identification of a differentiation-related prognostic nomogram based on single-cell RNA sequencing in clear cell renal 
PMC9237122,Scientific Reports,2022,10.1038/s41598-022-14740-7,by,1,1,0,165,844,0,1,1,A unifying physically meaningful relativistic action
PMC9217952,Scientific Reports,2022,10.1038/s41598-022-14081-5,by,1,1,1,344,1265,1675,1,0,Participatory mapping identifies risk areas and environmental predictors of endemic anthrax in rural Africa
PMC9205868,Scientific Reports,2022,10.1038/s41598-022-13766-1,by,1,1,1,192,797,2472,1,1,Enhancing the mechanical properties and providing bioactive potential for graphene oxide/montmorillonite hybrid dental r
PMC9243105,Scientific Reports,2022,10.1038/s41598-022-15031-x,by,1,1,1,266,907,351,1,1,Experimental and simulation study on aluminium alloy piston based on thermal barrier coating
PMC9237094,Scientific Reports,2022,10.1038/s41598-022-14463-9,by,1,1,1,197,667,1017,1,1,Efficient transdermal delivery of functional protein cargoes by a hydrophobic peptide MTD 1067
PMC9246880,Scientific Reports,2022,10.1038/s41598-022-14958-5,by,1,1,1,201,702,2045,1,1,Simulation-based evaluation of two insect trapping grids for delimitation surveys
PMC9246853,Scientific Reports,2022,10.1038/s41598-022-13402-y,by,1,1,0,190,4160,0,0,0,Earliest giant panda false thumb suggests conflicting demands for locomotion and feeding
PMC9243089,Scientific Reports,2022,10.1038/s41598-022-15112-x,by,1,1,0,176,352,111,0,0,A hybrid explicit implicit staggered grid finite-difference scheme for the first-order acoustic wave equation modeling
PMC9205975,Scientific Reports,2022,10.1038/s41598-022-14903-6,by,1,1,1,284,767,704,0,1,A novel approach GRNTSTE to reconstruct gene regulatory interactions applied to a case study for rat pineal rhythm gene
PMC9237081,Scientific Reports,2022,10.1038/s41598-022-14222-w,by,1,1,1,250,272,798,1,0,Real-world treatment pattern and comprehensive comparative effectiveness of Endostar plus different chemotherapy in adva
PMC9240037,Scientific Reports,2022,10.1038/s41598-022-15212-8,by,1,1,1,207,357,773,1,0,Prospective bidirectional associations between depression and chronic kidney diseases
PMC9247105,Scientific Reports,2022,10.1038/s41598-022-14929-w,by,1,1,1,187,345,447,1,0,Observations of boundary layer wind and turbulence of a landfalling tropical cyclone
PMC9209437,Scientific Reports,2022,10.1038/s41598-022-14437-x,by,1,1,1,378,959,699,1,1,Probing Notch1-Dll4 signaling in regulating osteogenic differentiation of human mesenchymal stem cells using single cell
PMC9226359,Scientific Reports,2022,10.1038/s41598-022-14793-8,by,1,1,1,297,928,803,0,0,Evaluating CO2 breakthrough in a shaly caprock material: a multi-scale experimental approach
PMC9209442,Scientific Reports,2022,10.1038/s41598-022-14593-0,by,1,1,1,224,758,1596,1,0,"Appraisal of growth inhibitory, biochemical and genotoxic effects of Allyl Isothiocyanate on different developmental sta"
PMC9226110,Scientific Reports,2022,10.1038/s41598-022-14750-5,by,1,1,1,202,967,1884,1,0,Understanding Necrosol pedogenetical processes in post-Roman burials developed on dunes sands
PMC9209451,Scientific Reports,2022,10.1038/s41598-022-14320-9,by,1,1,1,214,612,2437,1,1,Calpain cleavage of Junctophilin-2 generates a spectrum of calcium-dependent cleavage products and DNA-rich NT1-fragment
PMC9217927,Scientific Reports,2022,10.1038/s41598-022-14673-1,by,1,1,1,201,509,1021,1,1,The speed acuity test as a diagnostic aid in cerebral visual impairment
PMC9205911,Scientific Reports,2022,10.1038/s41598-022-14410-8,by,1,1,0,236,479,119,1,0,Biofinder detects biological remains in Green River fish fossils from Eocene epoch at video speed
PMC9206679,Scientific Reports,2022,10.1038/s41598-022-14205-x,by,1,1,0,180,645,0,1,1,Determination of sequence and absolute configuration of peptide amino acids by HPLC–MS/CD-based detection of liberated N
PMC9246955,Scientific Reports,2022,10.1038/s41598-022-13472-y,by,1,1,1,195,794,801,1,1,Riluzole regulates pancreatic cancer cell metabolism by suppressing the Wnt-β-catenin pathway
PMC9247165,Scientific Reports,2022,10.1038/s41598-022-15402-4,by,1,1,1,149,1030,1212,1,0,Characterization of nanofluids using multifractal analysis of a liquid droplet trace
PMC9209532,Scientific Reports,2022,10.1038/s41598-022-14421-5,by,1,1,1,197,397,957,1,0,Super-resolution generative adversarial networks with static T2*WI-based subject-specific learning to improve spatial di
PMC9209413,Scientific Reports,2022,10.1038/s41598-022-13895-7,by,1,1,1,198,1029,1914,1,0,The double-edged sword of inducible defences: costs and benefits of maladaptive switching from the individual to the com
PMC9233708,Scientific Reports,2022,10.1038/s41598-022-15030-y,by,1,1,1,242,989,430,1,0,Determination of roughness coefficient in 3D digital representations of rocks
